城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,降价,品牌名称,子品牌名称,价格区间,经销商价格
邯郸,纯电动,3710,科莱威CLEVER,5.9999,5.9999,9,42,66,0,荣威,上汽集团,5.9999万,6.00万
邯郸,纯电动,3049,秦Pro EV,14.99,20.49,10,32,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
邯郸,纯电动,4300,汉EV,21.48,32.98,11,30,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
邯郸,纯电动,4814,AION Y,13.76,18.98,12,27,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
邯郸,纯电动,4540,宋PLUS EV,18.08,19.78,13,19,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
邯郸,纯电动,4819,思皓E10X,6.99,8.09,14,18,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
邯郸,纯电动,5343,问界M5,25.98,33.18,15,17,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
邯郸,纯电动,5089,合创Z03,13.28,17.88,16,17,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
邯郸,纯电动,5093,宝骏KiWi EV,7.78,10.28,17,16,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.58-10.28万
邯郸,纯电动,4503,凌宝BOX,4.18,6.88,18,15,7,0,凌宝汽车,吉麦新能源,4.18-6.88万,4.18-6.88万
邯郸,纯电动,4272,零跑T03,7.95,9.65,19,14,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
邯郸,纯电动,5817,几何E,8.68,10.38,20,13,35,0,几何汽车,几何汽车,8.68-10.38万,8.48-10.18万
邯郸,纯电动,4224,风光E1,6.78,7.38,21,12,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
邯郸,纯电动,5579,海豹,20.98,28.68,22,11,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
杭州,纯电动,4363,Model Y,31.69,41.79,1,4408,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
杭州,纯电动,3762,Model 3,29.0988,36.79,2,3402,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
杭州,纯电动,5015,ZEEKR 001,29.9,38.6,3,1192,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
杭州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,4,665,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.08-9.79万
杭州,纯电动,5008,海豚,10.28,13.08,5,525,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
杭州,纯电动,3157,几何A,12.68,20.78,6,474,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
杭州,纯电动,2843,蔚来ES6,38.6,55.4,7,386,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
杭州,纯电动,3352,小鹏P7,23.99,42.99,8,384,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
杭州,纯电动,5850,骏行,15.98,15.98,9,315,0,0,国金汽车,国金汽车,15.98万,15.98万
杭州,纯电动,5343,问界M5,25.98,33.18,10,288,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
杭州,纯电动,3101,AION S,13.98,19.16,11,286,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
杭州,纯电动,3478,蔚来ET7,45.8,53.6,12,280,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
杭州,纯电动,1655,东风风神E70,14.28,15.38,13,262,16,0,东风风神,东风乘用车,14.28-15.38万,13.28-14.98万
杭州,纯电动,735,帝豪EV,13.68,15.58,14,261,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
杭州,纯电动,4272,零跑T03,7.95,9.65,15,257,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
杭州,纯电动,5248,元PLUS,13.78,16.58,16,243,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
杭州,纯电动,4731,零跑C11,17.98,23.98,17,243,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
杭州,纯电动,4629,哪吒V,7.99,12.38,18,243,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
杭州,纯电动,1456,逸动EV,14.99,15.99,19,233,12,0,长安,长安汽车,14.99-15.99万,12.99-15.99万
杭州,纯电动,4586,ID.4 CROZZ,18.73,28.73,20,213,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.53万
杭州,纯电动,4300,汉EV,21.48,32.98,21,208,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
杭州,纯电动,4635,欧拉好猫,12.99,17.1,22,204,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
杭州,纯电动,5819,蔚来ES7,46.8,54.8,23,192,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
杭州,纯电动,5579,海豹,20.98,28.68,24,190,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
杭州,纯电动,5092,红旗E-QM5,12.28,20.78,25,175,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
杭州,纯电动,3275,哪吒U,12.98,19.98,26,173,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
杭州,纯电动,3049,秦Pro EV,14.99,20.49,27,161,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
杭州,纯电动,5859,长安Lumin,4.89,6.39,28,154,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
杭州,纯电动,5004,小鹏P5,17.79,24.99,29,137,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
杭州,纯电动,4814,AION Y,13.76,18.98,30,132,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
杭州,纯电动,3351,启辰D60 EV,12.98,17.88,31,127,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-17.68万
杭州,纯电动,1616,蔚来ES8,49.6,65.6,32,123,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
杭州,纯电动,1101,小蚂蚁,7.39,9.4,33,118,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
杭州,纯电动,3359,微蓝6,17.79,19.69,34,103,82,0,别克,上汽通用别克,17.79-19.69万,14.79-19.39万
杭州,纯电动,4357,蔚来EC6,39.6,55.4,35,95,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
杭州,纯电动,4380,几何C,12.98,20.78,36,91,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
杭州,纯电动,4538,宝马iX3,39.99,43.99,37,86,251,0,宝马,华晨宝马,39.99-43.99万,34.79-43.99万
杭州,纯电动,5817,几何E,8.68,10.38,38,85,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
杭州,纯电动,4258,ID.4 X,18.9288,28.6288,39,84,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.63万
杭州,纯电动,4540,宋PLUS EV,18.08,19.78,40,74,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
杭州,纯电动,5093,宝骏KiWi EV,7.78,10.28,41,65,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.38-9.88万
杭州,纯电动,4582,荣威i6 MAX EV,14.68,18.18,42,64,6,0,荣威,上汽集团,14.68-18.18万,14.68-17.98万
杭州,纯电动,5217,大众ID.3,14.9888,18.5288,43,63,180,0,大众,上汽大众,14.9888-18.5288万,14.98-18.23万
杭州,纯电动,4870,智己L7,36.88,40.88,44,62,81,0,智己汽车,智己汽车,36.88-40.88万,36.88-40.88万
杭州,纯电动,5306,长安深蓝SL03,16.89,69.99,45,60,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
杭州,纯电动,5152,威马E.5,16.01,19.01,46,58,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
杭州,纯电动,4961,ID.6 CROZZ,25.23,33.69,47,58,195,0,大众,一汽-大众,25.23-33.69万,24.52-33.48万
杭州,纯电动,1820,秦EV,12.99,16.98,48,58,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
杭州,纯电动,5257,QQ冰淇淋,3.99,5.752,49,50,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
杭州,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,50,49,9,0,奥迪,一汽-大众奥迪,29.99-37.71万,29.99-37.71万
杭州,纯电动,4224,风光E1,6.78,7.38,51,48,1,0,东风风光,东风小康,6.78-7.38万,5.28-5.88万
杭州,纯电动,3710,科莱威CLEVER,5.9999,5.9999,52,47,66,0,荣威,上汽集团,5.9999万,6.00万
杭州,纯电动,3077,唐EV,27.98,33.98,53,46,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
杭州,纯电动,2819,小鹏G3,16.89,20.19,54,44,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
杭州,纯电动,4760,岚图FREE,31.36,41.99,55,42,337,0,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
杭州,纯电动,4861,奔腾NAT,14.78,16.48,56,41,3,0,奔腾,一汽奔腾,14.78-16.48万,14.68-16.48万
杭州,纯电动,2986,长安欧尚A600 EV,14.98,14.98,57,35,5,0,长安凯程,长安轻型车,14.98万,14.98万
杭州,纯电动,4320,五菱荣光EV,13.58,13.91,58,30,6,0,五菱汽车,上汽通用五菱,13.58-13.91万,9.98-10.31万
杭州,纯电动,5322,smart精灵#1,19.42,27.9,59,29,22,0,smart,smart,19.42-27.90万,19.42-27.90万
杭州,纯电动,4649,思皓E50A,14.59,18.98,60,29,6,0,思皓,江汽集团,14.59-18.98万,14.59-18.98万
杭州,纯电动,4293,小海狮 EV,12.88,12.88,61,29,1,0,SRM鑫源,华晨鑫源新能源,12.88万,12.88万
杭州,纯电动,5106,零跑C01,19.38,28.68,62,28,12,0,零跑汽车,零跑汽车,19.38-28.68万,19.38-28.68万
杭州,纯电动,5089,合创Z03,13.28,17.88,63,28,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
杭州,纯电动,4426,AION V,18.76,26.98,64,27,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
杭州,纯电动,5813,奔驰EQE,52.8,58.5,65,25,11,0,奔驰,北京奔驰,52.80-58.50万,52.80-58.50万
杭州,纯电动,4894,ID.6 X,25.3288,33.8888,66,25,111,0,大众,上汽大众,25.3288-33.8888万,25.33-33.89万
杭州,纯电动,4688,枫叶80v,8.98,15.98,67,25,5,0,睿蓝汽车,睿蓝汽车,8.98-15.98万,8.98-15.98万
杭州,纯电动,1810,风行S50 EV,13.19,15.99,68,25,17,0,东风风行,东风风行,13.19-15.99万,13.09-15.89万
杭州,纯电动,5121,阿图柯AIRTREK,19.98,22.98,69,23,11,0,三菱,广汽三菱,19.98-22.98万,19.98-22.98万
杭州,纯电动,3719,奔驰EQC,49.19,57.19,70,22,62,0,奔驰,北京奔驰,49.19-57.19万,49.19-57.19万
杭州,纯电动,475,东风小康EC36,12.98,12.98,71,21,3,0,东风小康,东风小康,12.98万,9.69万
杭州,纯电动,5002,奥迪Q5 e-tron,37.65,47.95,72,20,18,0,奥迪,上汽奥迪,37.65-47.95万,37.65-47.95万
杭州,纯电动,5151,枫叶60s,7.98,14.98,73,19,6,0,睿蓝汽车,睿蓝汽车,7.98-14.98万,7.98-14.98万
杭州,纯电动,4819,思皓E10X,6.99,8.09,74,18,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
杭州,纯电动,4637,极狐 阿尔法S,22.38,42.99,75,17,181,0,ARCFOX极狐,北汽新能源,22.38-42.99万,22.38-42.99万
杭州,纯电动,3975,高合HiPhi X,57,80,76,17,219,0,高合,华人运通,57.00-80.00万,57.00-80.00万
杭州,纯电动,4890,福特电马,27.59,38.99,77,15,221,0,福特,福特新能源,27.59-38.99万,27.59-38.99万
杭州,纯电动,1793,菱智M5 EV,14.99,17.39,78,14,6,0,东风风行,东风风行,14.99-17.39万,14.99-17.39万
杭州,纯电动,3022,长安之星9 EV,13.18,14.58,79,13,1,0,长安凯程,长安轻型车,13.18-14.58万,10.18-11.58万
杭州,纯电动,1729,奔驰EQA,32.18,36.58,80,13,35,0,奔驰,北京奔驰,32.18-36.58万,32.18-36.58万
杭州,纯电动,5297,欧拉芭蕾猫,19.3,22.3,81,12,21,0,欧拉,长城汽车,19.30-22.30万,19.30-22.30万
杭州,纯电动,4585,东风本田M-NV,14.98,15.98,82,12,17,0,思铭,东风本田,14.98-15.98万,12.88-13.88万
杭州,纯电动,4074,北京EU5,12.99,17.19,83,12,19,0,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
合肥,纯电动,4363,Model Y,31.69,41.79,1,664,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
合肥,纯电动,5008,海豚,10.28,13.08,2,556,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
合肥,纯电动,3762,Model 3,29.0988,36.79,3,443,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
合肥,纯电动,5248,元PLUS,13.78,16.58,4,203,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
合肥,纯电动,4499,五菱宏光MINIEV,3.28,9.99,5,134,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,2.88-9.59万
合肥,纯电动,4300,汉EV,21.48,32.98,6,134,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
合肥,纯电动,3359,微蓝6,17.79,19.69,7,127,82,0,别克,上汽通用别克,17.79-19.69万,14.79-19.39万
合肥,纯电动,3101,AION S,13.98,19.16,8,126,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
合肥,纯电动,1655,东风风神E70,14.28,15.38,9,117,16,0,东风风神,东风乘用车,14.28-15.38万,13.28-14.98万
合肥,纯电动,5579,海豹,20.98,28.68,10,116,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
合肥,纯电动,3049,秦Pro EV,14.99,20.49,11,103,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
合肥,纯电动,5015,ZEEKR 001,29.9,38.6,12,102,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
合肥,纯电动,4272,零跑T03,7.95,9.65,13,98,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
合肥,纯电动,5257,QQ冰淇淋,3.99,5.752,14,97,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
合肥,纯电动,1101,小蚂蚁,7.39,9.4,15,94,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.38-9.39万
合肥,纯电动,1820,秦EV,12.99,16.98,16,91,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
合肥,纯电动,3478,蔚来ET7,45.8,53.6,17,89,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
合肥,纯电动,3157,几何A,12.68,20.78,18,88,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
合肥,纯电动,5859,长安Lumin,4.89,6.39,19,86,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
合肥,纯电动,1456,逸动EV,14.99,15.99,20,84,12,0,长安,长安汽车,14.99-15.99万,14.99-15.99万
合肥,纯电动,2843,蔚来ES6,38.6,55.4,21,78,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
合肥,纯电动,4731,零跑C11,17.98,23.98,22,72,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
合肥,纯电动,4081,雪佛兰畅巡,15.99,18.73,23,71,74,0,雪佛兰,上汽通用雪佛兰,15.99-18.73万,13.99-17.99万
合肥,纯电动,3275,哪吒U,12.98,19.98,24,71,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
合肥,纯电动,4814,AION Y,13.76,18.98,25,68,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
合肥,纯电动,5343,问界M5,25.98,33.18,26,61,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
合肥,纯电动,4629,哪吒V,7.99,12.38,27,59,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
合肥,纯电动,4819,思皓E10X,6.99,8.09,28,58,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
合肥,纯电动,4635,欧拉好猫,12.99,17.1,29,58,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
合肥,纯电动,3352,小鹏P7,23.99,42.99,30,57,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
合肥,纯电动,4649,思皓E50A,14.59,18.98,31,51,6,0,思皓,江汽集团,14.59-18.98万,14.59-18.98万
合肥,纯电动,4540,宋PLUS EV,18.08,19.78,32,49,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
合肥,纯电动,3351,启辰D60 EV,12.98,17.88,33,44,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-15.88万
合肥,纯电动,5306,长安深蓝SL03,16.89,69.99,34,43,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
合肥,纯电动,5092,红旗E-QM5,12.28,20.78,35,42,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
合肥,纯电动,5004,小鹏P5,17.79,24.99,36,42,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
合肥,纯电动,1616,蔚来ES8,49.6,65.6,37,39,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
合肥,纯电动,5819,蔚来ES7,46.8,54.8,38,38,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
合肥,纯电动,4861,奔腾NAT,14.78,16.48,39,32,3,0,奔腾,一汽奔腾,14.78-16.48万,12.78-14.48万
合肥,纯电动,4538,宝马iX3,39.99,43.99,40,32,251,0,宝马,华晨宝马,39.99-43.99万,35.59-39.59万
合肥,纯电动,4357,蔚来EC6,39.6,55.4,41,31,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
合肥,纯电动,5152,威马E.5,16.01,19.01,42,28,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
合肥,纯电动,5817,几何E,8.68,10.38,43,25,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
合肥,纯电动,4380,几何C,12.98,20.78,44,24,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
合肥,纯电动,3077,唐EV,27.98,33.98,45,23,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
合肥,纯电动,5089,合创Z03,13.28,17.88,46,21,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
合肥,纯电动,4586,ID.4 CROZZ,18.73,28.73,47,21,347,0,大众,一汽-大众,18.73-28.73万,18.33-28.33万
合肥,纯电动,3710,科莱威CLEVER,5.9999,5.9999,48,19,66,0,荣威,上汽集团,5.9999万,6.00万
合肥,纯电动,5217,大众ID.3,14.9888,18.5288,49,18,180,0,大众,上汽大众,14.9888-18.5288万,14.00-16.50万
合肥,纯电动,4760,岚图FREE,31.36,41.99,50,18,337,0,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
合肥,纯电动,4224,风光E1,6.78,7.38,51,18,1,0,东风风光,东风小康,6.78-7.38万,6.77-7.37万
合肥,纯电动,1915,威马EX5,16.08,17.98,52,16,152,0,威马汽车,威马汽车,16.08-17.98万,16.08-17.98万
合肥,纯电动,4582,荣威i6 MAX EV,14.68,18.18,53,15,6,0,荣威,上汽集团,14.68-18.18万,14.68-17.98万
合肥,纯电动,4426,AION V,18.76,26.98,54,15,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
合肥,纯电动,4258,ID.4 X,18.9288,28.6288,55,15,284,0,大众,上汽大众,18.9288-28.6288万,17.90-27.83万
合肥,纯电动,5813,奔驰EQE,52.8,58.5,56,12,11,0,奔驰,北京奔驰,52.80-58.50万,50.80-56.50万
合肥,纯电动,5409,蔚来ET5,32.8,38.6,57,12,7,0,蔚来,蔚来,32.80-38.60万,32.80-38.60万
合肥,纯电动,5093,宝骏KiWi EV,7.78,10.28,58,12,104,0,宝骏,上汽通用五菱,7.78-10.28万,6.98-9.58万
合肥,纯电动,4961,ID.6 CROZZ,25.23,33.69,59,12,195,0,大众,一汽-大众,25.23-33.69万,24.83-33.29万
合肥,纯电动,2819,小鹏G3,16.89,20.19,60,12,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
合肥,纯电动,4858,羿,13.98,19.98,61,11,10,0,江铃集团新能源,雷诺 江铃集团,13.98-19.98万,13.98-19.98万
合肥,纯电动,2311,江淮iEVA50,14.98,15.58,62,11,3,0,江淮,江淮汽车,14.98-15.58万,12.18-12.58万
合肥,纯电动,1810,风行S50 EV,13.19,15.99,63,11,17,0,东风风行,东风风行,13.19-15.99万,13.19-15.99万
惠州,纯电动,4363,Model Y,31.69,41.79,1,203,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
惠州,纯电动,3101,AION S,13.98,19.16,2,167,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
惠州,纯电动,3762,Model 3,29.0988,36.79,3,160,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
惠州,纯电动,4814,AION Y,13.76,18.98,4,145,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
惠州,纯电动,5008,海豚,10.28,13.08,5,128,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
惠州,纯电动,3049,秦Pro EV,14.99,20.49,6,101,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
惠州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,7,86,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.27-9.98万
惠州,纯电动,5248,元PLUS,13.78,16.58,8,85,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
惠州,纯电动,4300,汉EV,21.48,32.98,9,82,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
惠州,纯电动,4540,宋PLUS EV,18.08,19.78,10,44,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
惠州,纯电动,1456,逸动EV,14.99,15.99,11,38,12,0,长安,长安汽车,14.99-15.99万,14.99-15.99万
惠州,纯电动,1820,秦EV,12.99,16.98,12,37,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
惠州,纯电动,3351,启辰D60 EV,12.98,17.88,13,28,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-17.58万
惠州,纯电动,5579,海豹,20.98,28.68,14,27,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
惠州,纯电动,4426,AION V,18.76,26.98,15,27,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
惠州,纯电动,4731,零跑C11,17.98,23.98,16,24,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
惠州,纯电动,3352,小鹏P7,23.99,42.99,17,21,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
惠州,纯电动,5859,长安Lumin,4.89,6.39,18,20,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
惠州,纯电动,4629,哪吒V,7.99,12.38,19,18,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
惠州,纯电动,4582,荣威i6 MAX EV,14.68,18.18,20,18,6,0,荣威,上汽集团,14.68-18.18万,14.68-18.18万
惠州,纯电动,1655,东风风神E70,14.28,15.38,21,18,16,0,东风风神,东风乘用车,14.28-15.38万,13.28-14.98万
惠州,纯电动,5343,问界M5,25.98,33.18,22,17,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
惠州,纯电动,3275,哪吒U,12.98,19.98,23,16,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
惠州,纯电动,5015,ZEEKR 001,29.9,38.6,24,14,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
惠州,纯电动,4635,欧拉好猫,12.99,17.1,25,14,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
惠州,纯电动,3359,微蓝6,17.79,19.69,26,14,82,0,别克,上汽通用别克,17.79-19.69万,15.29-19.39万
惠州,纯电动,4272,零跑T03,7.95,9.65,27,13,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
惠州,纯电动,3478,蔚来ET7,45.8,53.6,28,12,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
惠州,纯电动,3157,几何A,12.68,20.78,29,12,160,0,几何汽车,几何汽车,12.68-20.78万,12.38-20.78万
惠州,纯电动,1760,荣威Ei5,14.48,15.88,30,12,31,0,荣威,上汽集团,14.48-15.88万,14.18-15.58万
惠州,纯电动,5152,威马E.5,16.01,19.01,31,11,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
惠州,纯电动,3077,唐EV,27.98,33.98,32,11,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
惠州,纯电动,2843,蔚来ES6,38.6,55.4,33,11,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
惠州,纯电动,1101,小蚂蚁,7.39,9.4,34,11,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
汉中,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,118,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
汉中,纯电动,5859,长安Lumin,4.89,6.39,2,52,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
汉中,纯电动,5008,海豚,10.28,13.08,3,21,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
汉中,纯电动,1101,小蚂蚁,7.39,9.4,4,14,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,6.89-8.90万
汉中,纯电动,5015,ZEEKR 001,29.9,38.6,5,11,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
鹤壁,纯电动,5008,海豚,10.28,13.08,1,57,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
鹤壁,纯电动,4499,五菱宏光MINIEV,3.28,9.99,2,56,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
鹤壁,纯电动,4629,哪吒V,7.99,12.38,3,22,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.18万
鹤壁,纯电动,5859,长安Lumin,4.89,6.39,4,18,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
鹤壁,纯电动,5257,QQ冰淇淋,3.99,5.752,5,16,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
