品牌名称,品牌ID,能源类型,车系名称,车系ID,标签,批发价,报价,官方指导价,是否享受补贴,补贴价,懂车分,车辆照片,dt
岚图,395,增程,岚图FREE,4760,新增车型,31.36-41.99万,31.36-36.36万,31.36万,FALSE,暂无报价,4.11,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/c0af4659b60a49348bcf33568c3f5049~tplv-resize:640:0.png,2023/1/5
天际汽车,250,增程,天际ME5,4960,,13.88-16.99万,15.99万,13.88万,FALSE,暂无报价,3.8,http://p1-dcd.byteimg.com/img/motor-img/04589c1637429c11279347ed0ebb914b~tplv-resize:640:0.png,2023/1/5
SERES赛力斯,231,增程,赛力斯SF5,2805,,23.68-26.68万,24.90-33.90万,23.68万,FALSE,暂无报价,3.8,http://p1-dcd.byteimg.com/img/motor-img/d3d1e81f816d273258a81a867be42e34~tplv-resize:640:0.png,2023/1/5
远程汽车,308,增程,RE500增程式旅居车,4873,,59.80万,40.00-80.00万,59.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/27c6d800797d482981443638658404ef~tplv-resize:640:0.png,2023/1/5
Lorinser,145,增程,Lorinser LX,5018,,49.90-69.90万,暂无报价,49.90万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/0ab4fbed99a45047ef11569679f95caf~tplv-resize:640:0.png,2023/1/5
LEVC,324,增程,LEVC TX,4779,,33.98-36.98万,暂无报价,33.98万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/0ab4fbed99a45047ef11569679f95caf~tplv-resize:640:0.png,2023/1/5
凯迪拉克,30,增程,凯迪拉克ELR,2956,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef300014262948817c9~tplv-resize:640:0.png,2023/1/5
广汽传祺,40,增程,传祺E-jet,2681,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/4697cc5061e9fd607eee15cb1e51912e~tplv-resize:640:0.png,2023/1/5
LEVC,324,增程,LEVC TX(海外),4055,,暂无报价,暂无报价,92.51万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/844f2203b4e0497f132a2239228234b7~tplv-resize:640:0.png,2023/1/5
金龙,140,增程,龙耀8,4562,,15.97-26.87万,暂无报价,15.97万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/573090d5ab4d8bf95e95a39ddba94321~tplv-resize:640:0.png,2023/1/5
Fisker,205,增程,Atlantic,2784,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17675000028828898c9c0~tplv-resize:640:0.png,2023/1/5
SERES赛力斯,231,增程,SERES iX3,4656,,暂无报价,16.00万,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/9048e207e9b53e6159639ced752b274e~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,宋PLUS DM-i,4865,插电式混动销量NO.1,15.48-21.88万,15.38-17.58万,15.48万,TRUE,15.48-21.88万,3.87,http://p1-dcd.byteimg.com/img/motor-img/a7188d742fdf9515fb0655df78ce20d3~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,汉DM,4228,中大型轿车销量NO.1,21.78-32.18万,23.00万,21.78万,FALSE,暂无报价,4.07,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/f59ec0247e6c457e85e5b0325f935a24~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,唐DM,311,中型SUV销量NO.2,20.98-33.18万,暂无报价,20.98万,FALSE,暂无报价,3.91,http://p9-dcd.byteimg.com/img/motor-img/a1ec091ce98812219689ca6ae401c2bf~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,秦PLUS DM-i,4802,插电式混动销量NO.4,11.38-16.58万,10.78-14.78万,11.38万,TRUE,11.38-16.58万,3.75,http://p3-dcd.byteimg.com/img/motor-img/e7b6b1423eea61437bff9142196585c9~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,护卫舰 07,5847,全新车系,20.28-28.98万,22.00-28.00万,20.28万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,驱逐舰 05,5290,插电式混动销量NO.5,12.18-15.78万,暂无报价,12.18万,TRUE,12.18-15.78万,3.83,http://p1-dcd.byteimg.com/img/motor-img/8fcc072ede0177d43701ab250cb64b7b~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,宋Pro DM-i,3504,,14.08-16.58万,13.58-16.28万,14.08万,TRUE,14.08-16.58万,3.84,http://p1-dcd.byteimg.com/img/motor-img/8dff43d228b48579b76fed21fb937fbb~tplv-resize:640:0.png,2023/1/5
吉利汽车,73,插电式混合动力,帝豪L 雷神Hi·P,5872,,12.68-16.88万,暂无报价,12.98万,TRUE,12.98-16.88万,3.76,http://p1-dcd.byteimg.com/img/motor-img/92f2c9929275e6d54b541c826a21e51b~tplv-resize:640:0.png,2023/1/5
腾势,159,插电式混合动力,腾势D9 DM-i,5843,中大型MPV销量NO.4,33.58-44.58万,33.50-44.50万,33.58万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/33c228a4d0101c510250f1095b554e5e~tplv-resize:640:0.png,2023/1/5
哈弗,17,插电式混合动力,哈弗H6新能源,5503,插电式混动销量NO.6,15.98-17.38万,16.88-17.68万,15.98万,FALSE,暂无报价,3.8,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/8ac797eaf66b40feae8ca7f56cdeaab5~tplv-resize:640:0.png,2023/1/5
领克,174,插电式混合动力,领克09 PHEV,5283,插电式混动销量NO.14,31.99-37.49万,32.00-37.50万,31.99万,FALSE,暂无报价,4.03,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/32a5cf1242c643abaf048017680e3670~tplv-resize:640:0.png,2023/1/5
大众,1,插电式混合动力,迈腾GTE,3142,插电式混动销量NO.18,23.79-25.29万,暂无报价,23.79万,FALSE,暂无报价,3.87,http://p1-dcd.byteimg.com/img/motor-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,2023/1/5
宝马,4,插电式混合动力,宝马5系PHEV,147,中大型轿车销量NO.12,49.99-53.69万,暂无报价,49.99万,FALSE,暂无报价,4.13,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8521fc33fb8d466b877428ce30a763db~tplv-resize:640:0.png,2023/1/5
长安,35,插电式混合动力,长安UNI-K iDD,5216,插电式混动销量NO.17,18.29-19.89万,17.69-19.29万,18.29万,FALSE,暂无报价,3.87,http://p1-dcd.byteimg.com/img/motor-img/cab380d022a7fd49920f53f21802ebe9~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,宋MAX DM-i,2887,紧凑型MPV销量NO.6,14.78-17.48万,暂无报价,14.78万,TRUE,14.78-17.48万,3.78,http://p1-dcd.byteimg.com/img/motor-img/7ec97e2a0cd2675c197335c8319f94b1~tplv-resize:640:0.png,2023/1/5
吉利汽车,73,插电式混合动力,星越L 增程电动版,6086,,23.97-25.37万,25.85万,23.97万,TRUE,23.97-25.37万,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/772580b66953499fb0bc1afe4b3ff3fa~tplv-resize:640:0.png,2023/1/5
奥迪,2,插电式混合动力,奥迪A6L PHEV,1707,,44.70万,暂无报价,50.80万,FALSE,暂无报价,4.15,http://p1-dcd.byteimg.com/img/motor-img/e84a67d39282a0550546632e9e6cefb5~tplv-resize:640:0.png,2023/1/5
魏牌,66,插电式混合动力,拿铁DHT-PHEV,5335,插电式混动销量NO.10,22.90-26.30万,23.00-25.00万,22.90万,TRUE,22.90-26.30万,3.92,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/9716d2f286874e2d9fd3fae9963353c1~tplv-resize:640:0.png,2023/1/5
法拉利,44,插电式混合动力,法拉利SF90,3726,,498.80-510.80万,暂无报价,498.80万,FALSE,暂无报价,4.29,http://p3-dcd.byteimg.com/img/motor-img/a0d44e2e6419aef9ea1c5c72e62d8312~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰E级PHEV,2716,插电式混动销量NO.9,44.03-52.23万,暂无报价,52.03万,FALSE,暂无报价,4.04,http://p1-dcd.byteimg.com/img/motor-img/8406a82a50bfc7eee314a8833e42c29c~tplv-resize:640:0.png,2023/1/5
大众,1,插电式混合动力,帕萨特PHEV,2989,插电式混动销量NO.16,21.32-22.21万,暂无报价,23.32万,FALSE,暂无报价,3.88,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/ab05f2a028f9443c875c8e1277a6f40d~tplv-resize:640:0.png,2023/1/5
奇瑞,18,插电式混合动力,瑞虎8 PLUS鲲鹏e+,5001,,15.58-17.18万,暂无报价,15.58万,FALSE,暂无报价,3.74,http://p1-dcd.byteimg.com/img/motor-img/c7794f2136b4b93918827706d3f99e24~tplv-resize:640:0.png,2023/1/5
长安欧尚,119,插电式混合动力,长安欧尚Z6 iDD,5857,插电式混动销量NO.13,15.58-17.58万,15.58-17.58万,15.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/b92b0219c2e149bd9fe79f92ed3d3a55~tplv-resize:640:0.png,2023/1/5
大众,1,插电式混合动力,途观L PHEV,3001,插电式混动销量NO.20,24.01-25.10万,暂无报价,26.11万,FALSE,暂无报价,3.89,http://p1-dcd.byteimg.com/img/motor-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,2023/1/5
保时捷,20,插电式混合动力,Panamera E-Hybrid,153,,119.30-250.10万,暂无报价,119.30万,FALSE,暂无报价,4.32,http://p9-dcd.byteimg.com/img/motor-img/a762524807a7d459ffb64eb3e35b3d93~tplv-resize:640:0.png,2023/1/5
领克,174,插电式混合动力,领克06 PHEV,4340,,15.78-17.28万,暂无报价,15.78万,TRUE,15.78-17.28万,3.77,http://p9-dcd.byteimg.com/img/tos-cn-i-0000c0030/f014d247441c4bf2b501548c2895fcb0~tplv-resize:640:0.png,2023/1/5
沃尔沃,24,插电式混合动力,沃尔沃S90 RECHARGE,2937,中大型轿车销量NO.17,49.99-61.39万,暂无报价,49.99万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/30c75f1e8d46ba045e0078395194ddb8~tplv-resize:640:0.png,2023/1/5
领克,174,插电式混合动力,领克01 PHEV,2883,,19.97-22.78万,暂无报价,19.97万,TRUE,19.97-22.67万,3.83,http://p1-dcd.byteimg.com/img/motor-img/1b7a153b55bfaf41e0a0cf1f0e7b9995~tplv-resize:640:0.png,2023/1/5
本田,9,插电式混合动力,本田CR-V PHEV,4730,插电式混动销量NO.19,20.38-22.98万,暂无报价,27.38万,TRUE,27.38-29.98万,3.84,http://p3-dcd.byteimg.com/img/motor-img/985cc38543d7f8e9dfb1f2a6acb3ff6e~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰C级PHEV,213,,35.73万,暂无报价,40.73万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/b811b4781dab7c3d0e8d7cdf88411fde~tplv-resize:640:0.png,2023/1/5
沃尔沃,24,插电式混合动力,沃尔沃S60 RECHARGE,1280,,39.99-46.19万,39.99-46.50万,39.99万,FALSE,暂无报价,3.99,http://p1-dcd.byteimg.com/img/motor-img/0e1a0647fc7451ffefef866f0bf05386~tplv-resize:640:0.png,2023/1/5
长安,35,插电式混合动力,长安UNI-V iDD,5923,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/ccfd97f89ef4f5a0218d8340c8614cff~tplv-resize:640:0.png,2023/1/5
Jeep,14,插电式混合动力,牧马人4xe,4365,,54.49-62.49万,暂无报价,54.49万,FALSE,暂无报价,3.84,http://p1-dcd.byteimg.com/img/motor-img/9e750f7f7270b56b32f0cab9b9f9a5e5~tplv-resize:640:0.png,2023/1/5
路虎,19,插电式混合动力,揽胜极光PHEV,5314,,41.58万,暂无报价,41.58万,FALSE,暂无报价,3.98,http://p1-dcd.byteimg.com/img/motor-img/803335414be32a703cc4eea5e17f7fad~tplv-resize:640:0.png,2023/1/5
捷途,209,插电式混合动力,捷途大圣i-DM,5907,,14.99-16.99万,暂无报价,14.99万,TRUE,14.99-16.99万,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/57ab6430dbd7403f93362c2141834a2a~tplv-resize:640:0.png,2023/1/5
丰田,5,插电式混合动力,威兰达高性能版,4813,,24.88-28.98万,23.88万,25.88万,TRUE,25.88-29.98万,3.86,http://p3-dcd.byteimg.com/img/motor-img/f7b9bce8c2458ac99da62cd4338602a0~tplv-resize:640:0.png,2023/1/5
丰田,5,插电式混合动力,卡罗拉双擎E+,2881,,20.78-23.08万,暂无报价,20.78万,FALSE,暂无报价,3.54,http://p1-dcd.byteimg.com/img/motor-img/5d24ebd28604b5143898bbf4ae6f8dae~tplv-resize:640:0.png,2023/1/5
别克,12,插电式混合动力,微蓝6 PHEV,2823,,16.16-18.66万,暂无报价,16.16万,TRUE,15.68-18.18万,3.66,http://p1-dcd.byteimg.com/img/motor-img/0306cdfd01457735ee53c1cb940c5aa9~tplv-resize:640:0.png,2023/1/5
本田,9,插电式混合动力,皓影 PHEV,4839,,27.38-29.98万,暂无报价,27.38万,FALSE,暂无报价,3.82,http://p1-dcd.byteimg.com/img/motor-img/7bd695b9586ec836968b832d3b2065a0~tplv-resize:640:0.png,2023/1/5
宝马,4,插电式混合动力,宝马XM,4772,全新车系,230.00万,236.00万,230.00万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/f97e33b83aa24327ac2db61541a16012~tplv-resize:640:0.png,2023/1/5
大众,1,插电式混合动力,探岳GTE,3131,,24.29-25.29万,暂无报价,24.29万,FALSE,暂无报价,3.81,http://p1-dcd.byteimg.com/img/motor-img/aac0f155b2015c4933cda7ea9afec655~tplv-resize:640:0.png,2023/1/5
吉利汽车,73,插电式混合动力,缤越PHEV,3706,,11.98-13.58万,暂无报价,11.98万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/985525a3c5e4e0650af26a045971bc2f~tplv-resize:640:0.png,2023/1/5
名爵,34,插电式混合动力,名爵6 PHEV,1795,,14.28-19.98万,暂无报价,14.28万,FALSE,暂无报价,3.71,http://p1-dcd.byteimg.com/img/motor-img/16e6d5614f7333918afa4d91a79e7466~tplv-resize:640:0.png,2023/1/5
魏牌,66,插电式混合动力,摩卡DHT-PHEV,4867,,29.50-31.50万,暂无报价,29.50万,FALSE,暂无报价,3.96,http://p1-dcd.byteimg.com/img/motor-img/ff61973278bf047d9efb54853cb99676~tplv-resize:640:0.png,2023/1/5
保时捷,20,插电式混合动力,Cayenne E-Hybrid,156,,87.80-99.80万,暂无报价,87.80万,FALSE,暂无报价,4.26,http://p1-dcd.byteimg.com/img/motor-img/5669c130285bcbb20f11716bc2c923f7~tplv-resize:640:0.png,2023/1/5
沃尔沃,24,插电式混合动力,沃尔沃XC60 RECHARGE,1792,,52.79-60.39万,暂无报价,52.79万,FALSE,暂无报价,4.01,http://p3-dcd.byteimg.com/img/motor-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,2023/1/5
法拉利,44,插电式混合动力,法拉利296,5228,,298.80-348.80万,暂无报价,298.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/b88d2f905fae0c87f6c8d871c84505ac~tplv-resize:640:0.png,2023/1/5
魏牌,66,插电式混合动力,蓝山DHT-PHEV,6206,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/b3d43718acf4474aaa9876770457574d~tplv-resize:640:0.png,2023/1/5
迈凯伦,86,插电式混合动力,迈凯伦Artura,4831,,238.00万,暂无报价,238.00万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/e1acc27d3434f67503bde03ba01408fa~tplv-resize:640:0.png,2023/1/5
宾利,47,插电式混合动力,飞驰PHEV,4724,新增车型,248.00-327.20万,暂无报价,248.00万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/fe25196532a265d345dc7053b12a1b86~tplv-resize:640:0.png,2023/1/5
丰田,5,插电式混合动力,RAV4荣放双擎E+,4329,,24.88-29.68万,暂无报价,24.88万,TRUE,24.88-29.68万,3.87,http://p1-dcd.byteimg.com/img/motor-img/4fcf011be1ed190903989d9a4c87225d~tplv-resize:640:0.png,2023/1/5
岚图,395,插电式混合动力,梦想家 PHEV,5924,,36.99-63.99万,暂无报价,36.99万,FALSE,暂无报价,4.1,http://p1-dcd.byteimg.com/img/motor-img/523d07a28dc794d64e0a901a3e9c6a1f~tplv-resize:640:0.png,2023/1/5
荣威,36,插电式混合动力,荣威eRX5,1183,插电式混动销量NO.8,15.28-16.59万,暂无报价,15.28万,TRUE,15.39-16.59万,3.81,http://p1-dcd.byteimg.com/img/motor-img/a44c93c6bed5467f15d8e06eb5201cd2~tplv-resize:640:0.png,2023/1/5
吉利汽车,73,插电式混合动力,星越PHEV,3595,,15.58-19.68万,暂无报价,15.58万,TRUE,15.58-19.68万,3.72,http://p3-dcd.byteimg.com/img/motor-img/af2fab6466bd9e4bd2d83cadcfa87984~tplv-resize:640:0.png,2023/1/5
大众,1,插电式混合动力,途锐PHEV,3143,,67.98万,暂无报价,67.98万,FALSE,暂无报价,4.12,http://p1-dcd.byteimg.com/img/motor-img/60b3d0048355827b0da130cb24b94280~tplv-resize:640:0.png,2023/1/5
沃尔沃,24,插电式混合动力,沃尔沃XC90 RECHARGE,1276,,89.49万,暂无报价,89.49万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/tos-cn-i-0000c0030/20a9b67f4fe649eb8c785e27f448a239~tplv-resize:640:0.png,2023/1/5
科尼赛克,83,插电式混合动力,Gemera,4456,,1980.00万,暂无报价,1980.00万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/ce6c08c11c69eb40a1286d005d7051a2~tplv-resize:640:0.png,2023/1/5
路虎,19,插电式混合动力,卫士PHEV,4719,,81.80万,暂无报价,81.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/833c2619fed64a3291be80b420ceb540~tplv-resize:640:0.png,2023/1/5
路虎,19,插电式混合动力,揽胜运动版PHEV,1802,,86.48-135.80万,暂无报价,86.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/c0474f0781a141dda778f4947792eb26~tplv-resize:640:0.png,2023/1/5
丰田,5,插电式混合动力,雷凌双擎E+,2882,,18.18-19.68万,暂无报价,20.38万,FALSE,暂无报价,3.57,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef000011149f032b839~tplv-resize:640:0.png,2023/1/5
广汽传祺,40,插电式混合动力,传祺GS4 PHEV,1584,,16.38-19.38万,暂无报价,16.38万,TRUE,16.38-17.88万,0,http://p1-dcd.byteimg.com/img/motor-img/f270df8b4b5ecd219960b8ee76fb935a~tplv-resize:640:0.png,2023/1/5
魏牌,66,插电式混合动力,玛奇朵DHT-PHEV,5148,,17.88-18.98万,暂无报价,17.88万,TRUE,17.88-18.98万,3.83,http://p1-dcd.byteimg.com/img/motor-img/15baa8e4c215a5b1e4317e74101087b2~tplv-resize:640:0.png,2023/1/5
路虎,19,插电式混合动力,揽胜PHEV,1801,,219.80万,暂无报价,219.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/83b81b9042b5d38e7fc170be296d93f4~tplv-resize:640:0.png,2023/1/5
林肯,62,插电式混合动力,冒险家PHEV,3983,,30.98-34.58万,暂无报价,30.98万,FALSE,暂无报价,3.9,http://p3-dcd.byteimg.com/img/motor-img/d00c235ab7cd0b3c5c6b0f0f89c4b00f~tplv-resize:640:0.png,2023/1/5
吉利汽车,73,插电式混合动力,嘉际PHEV,3121,,15.18-17.48万,暂无报价,15.18万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/ed2f8ad01d21e9717a6bc3b0d53fada6~tplv-resize:640:0.png,2023/1/5
路虎,19,插电式混合动力,发现运动版PHEV,4640,,40.98万,暂无报价,40.98万,FALSE,暂无报价,3.96,http://p1-dcd.byteimg.com/img/motor-img/053677bde5e7d48f037d6a063407538c~tplv-resize:640:0.png,2023/1/5
星途,251,插电式混合动力,星途追风ET-i,5567,,15.28-16.28万,15.00-16.00万,15.28万,TRUE,15.28-16.28万,3.69,http://p1-dcd.byteimg.com/img/motor-img/d29253876c21e1978ec0ef4fe232a912~tplv-resize:640:0.png,2023/1/5
奥迪,2,插电式混合动力,奥迪A8 PHEV,3169,,111.78万,暂无报价,111.78万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/28eed806d0652bc209a64857e1c07ca3~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰GLE PHEV,229,,81.45-81.69万,暂无报价,81.45万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/910028fb5ac01670332457a76e8c41d7~tplv-resize:640:0.png,2023/1/5
领克,174,插电式混合动力,领克05 PHEV,4156,,23.17万,23.00万,23.17万,FALSE,暂无报价,3.91,http://p1-dcd.byteimg.com/img/motor-img/307ff08000674f18865a9a638d0203a2~tplv-resize:640:0.png,2023/1/5
Polestar极星,196,插电式混合动力,Polestar 1,1778,,145.00万,暂无报价,145.00万,FALSE,暂无报价,4.15,http://p1-dcd.byteimg.com/img/motor-img/24875c76946683afcfa4b5d82f9802c2~tplv-resize:640:0.png,2023/1/5
荣威,36,插电式混合动力,荣威ei6 MAX,4601,插电式混动销量NO.12,13.38-18.88万,暂无报价,13.68万,FALSE,暂无报价,3.59,http://p1-dcd.byteimg.com/img/motor-img/266e7ca38ec0c789653c38387dbaa4d6~tplv-resize:640:0.png,2023/1/5
保时捷,20,插电式混合动力,Cayenne Coupé E-Hybrid,5173,,93.80-102.80万,暂无报价,93.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/fdf97f0951f97b2114e3b40acb7abd15~tplv-resize:640:0.png,2023/1/5
宾利,47,插电式混合动力,添越PHEV,2726,,238.50万,暂无报价,238.50万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/a1f6973e9fcca5ada5605be9dd262aba~tplv-resize:640:0.png,2023/1/5
哈弗,17,插电式混合动力,哈弗H-DOG PHEV,6124,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/c298e0a0843f08fb842df53c518f3f36~tplv-resize:640:0.png,2023/1/5
标致,61,插电式混合动力,标致508L PHEV,3473,,21.57-22.77万,暂无报价,21.57万,TRUE,21.57-22.77万,3.9,http://p1-dcd.byteimg.com/img/motor-img/627505bc368270b79d2aab68cbfa91da~tplv-resize:640:0.png,2023/1/5
腾势,159,插电式混合动力,腾势X PHEV,3873,,28.98-31.98万,暂无报价,28.98万,TRUE,28.98-31.98万,3.93,http://p1-dcd.byteimg.com/img/motor-img/3446772365f667bfeac113d3b0d641c5~tplv-resize:640:0.png,2023/1/5
福特,7,插电式混合动力,锐际PHEV,4549,,21.00万,暂无报价,21.00万,FALSE,暂无报价,3.87,http://p1-dcd.byteimg.com/img/motor-img/9fbf154e6c81aad3e71aee0f2cbfa64a~tplv-resize:640:0.png,2023/1/5
DS,55,插电式混合动力,DS 9 PHEV,4157,,33.49-40.49万,暂无报价,33.49万,FALSE,暂无报价,3.93,http://p1-dcd.byteimg.com/img/motor-img/6505fe35f2a3a3ffa5a1ffbb7bd5a617~tplv-resize:640:0.png,2023/1/5
雪铁龙,21,插电式混合动力,天逸 C5 AIRCROSS PHEV,4290,,23.17万,23.17万,23.17万,FALSE,暂无报价,3.74,http://p1-dcd.byteimg.com/img/motor-img/edc611215e53aaba48a03a0700baca7d~tplv-resize:640:0.png,2023/1/5
雷克萨斯,22,插电式混合动力,雷克萨斯NX PHEV,5215,,42.88-50.98万,暂无报价,42.88万,FALSE,暂无报价,4.01,http://p3-dcd.byteimg.com/img/motor-img/5175a810182c2b1f64de34214411f9f0~tplv-resize:640:0.png,2023/1/5
创维汽车,368,插电式混合动力,创维HT-i,5871,,14.68-24.28万,14.68-24.28万,14.68万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/7f6a5a194cb36018cb6e25a5f1a0b9e9~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰GLE轿跑 PHEV,5166,,84.35-84.60万,暂无报价,84.35万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/ad642b0442c74b74b9039bdc9c372824~tplv-resize:640:0.png,2023/1/5
长安,35,插电式混合动力,长安CS75 PLUS PHEV,6273,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/ed6401d5e2c54f4bba3541ef41edc9c1~tplv-resize:640:0.png,2023/1/5
名爵,34,插电式混合动力,MG领航PHEV,4808,,16.38-18.38万,17.00万,16.38万,FALSE,暂无报价,3.75,http://p1-dcd.byteimg.com/img/motor-img/5f6ff0d40b5bf3af63b8ee08289e1cb4~tplv-resize:640:0.png,2023/1/5
荣威,36,插电式混合动力,荣威RX5 eMAX,4075,,17.18-18.98万,16.98-18.98万,17.18万,TRUE,17.18-18.98万,0,http://p1-dcd.byteimg.com/img/motor-img/4dd54b81e0b8d683dd76a79dedebafed~tplv-resize:640:0.png,2023/1/5
奇瑞,18,插电式混合动力,瑞虎7 PLUS 新能源,6076,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/tos-cn-i-0000c0030/4638f830bea24f4a92a6271012f7569a~tplv-resize:640:0.png,2023/1/5
北京汽车,68,插电式混合动力,北京X7 PHEV,4589,,18.49-21.69万,暂无报价,18.49万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/3973cc2669a77069d8fe16a19b54ae6c~tplv-resize:640:0.png,2023/1/5
上汽大通MAXUS,108,插电式混合动力,上汽大通MAXUS EUNIQ 5 PLUG IN,4515,紧凑型MPV销量NO.13,16.58-19.58万,暂无报价,16.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/d768dc3db3b15afd3adb2a32eae0a90b~tplv-resize:640:0.png,2023/1/5
东风风光,95,插电式混合动力,风光蓝电E5,6204,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a85640b7405f4d3889bc55d63edbd0c8~tplv-resize:640:0.png,2023/1/5
标致,61,插电式混合动力,标致4008 PHEV,4117,,24.97-25.97万,暂无报价,24.97万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/974eb0d26bd1470199a4be9d8b7bf335~tplv-resize:640:0.png,2023/1/5
哈弗,17,插电式混合动力,哈弗神兽PHEV,5904,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/70b8d6f3b053465d8fdad671f5a98b5a~tplv-resize:640:0.png,2023/1/5
海马,53,插电式混合动力,海马6P,4403,,16.28-17.58万,暂无报价,16.28万,FALSE,暂无报价,3.32,http://p1-dcd.byteimg.com/img/motor-img/7533dd95f002486640093f41833cf585~tplv-resize:640:0.png,2023/1/5
