carid,类型,page,车系,年款,车型,标题,上牌年限,公里数（万公里）,二手车售价,新车售价,详情页url,车源地,上牌时间,过户次数,上牌地,车身颜色,内饰颜色,车商名称,在售车源数,车商地址,dt
8663836,纯电20w下,105,欧拉黑猫 ,2022款, 301km 基础型 三元锂,欧拉黑猫 2022款 301km 基础型 三元锂,1年10个月,4.80万公里,6.30万,8.48万,https://www.dongchedi.com/usedcar/8663836,南宁,2021年03月上牌,0次,南宁,白色,深色,阿牛汽车,在售车源11辆,南宁市西乡塘区安园西路2号第A栋A1-15号商铺,2023/01/05
8397619,纯电20w下,105,元EV ,2018款, EV360 智联悦酷型,元EV 2018款 EV360 智联悦酷型,3年11个月,13万公里,5.68万,8.59万,https://www.dongchedi.com/usedcar/8397619,威海,2019年01月上牌,1次,威海,白色,深色,铭亮车行,在售车源6辆,古寨西路润万里二手车交易市场,2023/01/05
8278229,纯电20w下,105,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,1年1个月,1.10万公里,11.20万,11.78万,https://www.dongchedi.com/usedcar/8278229,阜阳,2021年12月上牌,0次,阜阳,银灰色,浅色,阜阳六子二手名车,在售车源20辆,安徽省阜阳市颍州区经七路388号A1号楼101号,2023/01/05
8256890,纯电20w下,105,AION Y ,2021款, 70 悦享科技版,AION Y 2021款 70 悦享科技版,1年4个月,1.50万公里,12.90万,13.56万,https://www.dongchedi.com/usedcar/8256890,北京,2021年09月上牌,1次,北京,白色,深色,北京金泰瑞德,在售车源11辆,北京市昌平区北辰亚运村汽车交易市场北六区77号,2023/01/05
7989807,纯电20w下,105,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,4个月,0.10万公里,11.68万,11.78万,https://www.dongchedi.com/usedcar/7989807,温州,2022年08月上牌,0次,温州,其他,浅色,爱信车行,在售车源22辆,温州市瓯海区梧田街道瓯海大道388号内展厅1幢131号,2023/01/05
7762740,纯电20w下,105,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,1年,0.40万公里,11.68万,11.78万,https://www.dongchedi.com/usedcar/7762740,台州,2022年01月上牌,0次,台州,银灰色,浅色,金三角车业,在售车源20辆,台州椒江德逸二手车市场C馆37号-38号金三角车业,2023/01/05
9044199,纯电20w下,105,五菱宏光MINIEV ,2021款, 马卡龙臻享款 三元锂,五菱宏光MINIEV 2021款 马卡龙臻享款 三元锂,1年1个月,2.30万公里,3.98万,4.36万,https://www.dongchedi.com/usedcar/9044199,南宁,2021年12月上牌,0次,南宁,绿色,深色,微吧汽车,在售车源10辆,南宁江南区沙井大道60号沙井车汇城3栋10号,2023/01/05
8957938,纯电20w下,105,五菱宏光MINIEV ,2021款, 马卡龙臻享款 三元锂,五菱宏光MINIEV 2021款 马卡龙臻享款 三元锂,1年8个月,2.60万公里,3.98万,4.36万,https://www.dongchedi.com/usedcar/8957938,柳州,2021年04月上牌,0次,柳州,黄色,浅色,柳州市晟通车行,在售车源26辆,柳州市柳南区银翔二手车市场A6-17-18晟通车行,2023/01/05
8856366,纯电20w下,105,欧拉好猫 ,2022款, 400km标准续航 豪华型 磷酸铁锂,欧拉好猫 2022款 400km标准续航 豪华型 磷酸铁锂,6个月,0.30万公里,13.26万,12.79万,https://www.dongchedi.com/usedcar/8856366,上海,2022年07月上牌,0次,上海,其他,浅色,上海涛云二手车,在售车源21辆,新勤路159号3栋2楼,2023/01/05
8723217,纯电20w下,106,宝骏KiWi EV ,2022款, 设计师轻享版 三元锂,宝骏KiWi EV 2022款 设计师轻享版 三元锂,9个月,1万公里,7.50万,7.88万,https://www.dongchedi.com/usedcar/8723217,宿迁,2022年04月上牌,1次,宿迁,银灰色,深色,沭阳星至宝名车馆,在售车源17辆,宿迁沭阳县苏北车市7S广场,2023/01/05
8231372,纯电20w下,106,哪吒V ,2021款, 标准续航版升级型,哪吒V 2021款 标准续航版升级型,1年1个月,1.69万公里,6.28万,6.59万,https://www.dongchedi.com/usedcar/8231372,南宁,2021年11月上牌,1次,南宁,白色,深色,南宁新能源骏驰二手车,在售车源18辆,广西南宁市兴宁区昆仑大道99号内8-8号骏驰二手车,2023/01/05
8100435,纯电20w下,106,奔奔E-Star ,2020款, 心动版 三元锂,奔奔E-Star 2020款 心动版 三元锂,11个月,1.10万公里,6.66万,6.98万,https://www.dongchedi.com/usedcar/8100435,石家庄,2022年01月上牌,0次,石家庄,白色,深色,众鑫名车,在售车源7辆,石家庄新华区瑞诚二手车交易市场北广场K904,2023/01/05
7759937,纯电20w下,106,五菱宏光MINIEV ,2021款, 马卡龙臻享款 三元锂,五菱宏光MINIEV 2021款 马卡龙臻享款 三元锂,10个月,0.67万公里,4.33万,4.36万,https://www.dongchedi.com/usedcar/7759937,南宁,2022年03月上牌,0次,南宁,其他,深色,淘顺车行,在售车源14辆,南宁市西乡塘区安园西路新畅行二手车城C2-19,2023/01/05
7505977,纯电20w下,106,小蚂蚁 ,2019款, 小蚂蚁 4座智享版 35kWh,小蚂蚁 2019款 小蚂蚁 4座智享版 35kWh,2年10个月,6.30万公里,5.78万,6.98万,https://www.dongchedi.com/usedcar/7505977,上海,2020年03月上牌,0次,上海,白色,深色,上海姬车二手车,在售车源26辆,上海市嘉定区爱特路361号,2023/01/05
8933740,纯电20w下,106,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年10个月,7万公里,17.80万,26.67万,https://www.dongchedi.com/usedcar/8933740,深圳,2021年02月上牌,0次,深圳,黑色,深色,通博二手车,在售车源11辆,深圳市南山区西丽桃园三展场A13,2023/01/05
8930559,纯电20w下,106,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年9个月,4.40万公里,19.98万,26.67万,https://www.dongchedi.com/usedcar/8930559,泉州,2021年03月上牌,0次,泉州,蓝色,深色,泉州特斯拉二手车,在售车源18辆,福建省泉州市鲤城区中爵二手车市场内共创好车,2023/01/05
8790439,纯电20w下,106,五菱宏光MINIEV ,2021款, 马卡龙时尚款 三元锂,五菱宏光MINIEV 2021款 马卡龙时尚款 三元锂,1年7个月,2万公里,3.28万,3.76万,https://www.dongchedi.com/usedcar/8790439,嘉兴,2021年05月上牌,1次,嘉兴,蓝色,深色,嘉兴夏通二手车,在售车源12辆,浙江省嘉兴市南湖区凤桥镇吴家浜小区19幢104室,2023/01/05
8682852,纯电20w下,106,元Pro ,2021款, 401KM 豪华型,元Pro 2021款 401KM 豪华型,1年5个月,2万公里,8.98万,10.88万,https://www.dongchedi.com/usedcar/8682852,深圳,2021年07月上牌,0次,深圳,白色,深色,深圳雅居源名车,在售车源10辆,深圳市罗湖区桃园路建达成名车广场A14,2023/01/05
8306679,纯电20w下,106,威马EX5 ,2021款, EX5-Z Fun 动感版,威马EX5 2021款 EX5-Z Fun 动感版,1年5个月,8.10万公里,9.38万,14.98万,https://www.dongchedi.com/usedcar/8306679,杭州,2021年07月上牌,0次,杭州,白色,深色,杭州路飞二手车,在售车源21辆,杭州湾建材装饰城,2023/01/05
8106856,纯电20w下,106,科莱威CLEVER ,2021款, 302km 全能版,科莱威CLEVER 2021款 302km 全能版,2年1个月,3.20万公里,4.58万,4.60万,https://www.dongchedi.com/usedcar/8106856,天津,2020年11月上牌,0次,天津,白色,浅色,麒麟车汇,在售车源19辆,天津市西青区辰星路与阜锦道交口,2023/01/05
7420207,纯电20w下,106,欧拉黑猫 ,2019款, 301km 标准版,欧拉黑猫 2019款 301km 标准版,2年1个月,4.70万公里,6.38万,6.98万,https://www.dongchedi.com/usedcar/7420207,唐山,2020年11月上牌,0次,唐山,白色,深色,绿行新能源,在售车源14辆,唐山市开越路西八里村东绿行新能源,2023/01/05
6883193,纯电20w下,106,Model 3 ,2021款, 标准续航后驱升级版,Model 3 2021款 标准续航后驱升级版,1年9个月,4万公里,20.00万,26.67万,https://www.dongchedi.com/usedcar/6883193,唐山,2021年04月上牌,1次,唐山,黑色,浅色,唐山浦沃名车,在售车源2辆,河北省唐山市兴瑭二手车市场,2023/01/05
6201348,纯电20w下,106,五菱宏光MINIEV ,2020款, 轻松款 磷酸铁锂,五菱宏光MINIEV 2020款 轻松款 磷酸铁锂,2年1个月,0.70万公里,2.99万,2.88万,https://www.dongchedi.com/usedcar/6201348,深圳,2020年12月上牌,0次,深圳,白色,浅色,中圳名车,在售车源9辆,深圳市龙岗区筑梦二手名车评估中心,2023/01/05
9193384,纯电20w下,106,凌宝BOX ,2023款, 蔡文姬,凌宝BOX 2023款 蔡文姬,未上牌,0.01万公里,5.58万,5.58万,https://www.dongchedi.com/usedcar/9193384,湖州,未上牌,0次,--,其他,浅色,湖州广豪新能源汽车城,在售车源23辆,湖州市吴兴区环渚路与蜀山路交叉口,2023/01/05
8932906,纯电20w下,106,小蚂蚁 ,2021款, 15万蚁粉款 蚁潮版 磷酸铁锂,小蚂蚁 2021款 15万蚁粉款 蚁潮版 磷酸铁锂,1年9个月,3.10万公里,5.58万,6.68万,https://www.dongchedi.com/usedcar/8932906,深圳,2021年03月上牌,0次,深圳,银灰色,浅色,百车乐车行,在售车源7辆,深圳市龙岗区爱南路52号龙达车城D17,2023/01/05
8842391,纯电20w下,106,五菱荣光EV ,2020款, 客车版基本型7座300KM,五菱荣光EV 2020款 客车版基本型7座300KM,1年5个月,5.40万公里,7.68万,11.48万,https://www.dongchedi.com/usedcar/8842391,杭州,2021年08月上牌,1次,杭州,香槟色,浅色,茗桂新能源萧山店,在售车源30辆,杭州市萧山区建设四路2650号茗桂新能源,2023/01/05
8840752,纯电20w下,106,五菱宏光MINIEV ,2020款, 自在款 磷酸铁锂,五菱宏光MINIEV 2020款 自在款 磷酸铁锂,1年10个月,1.30万公里,3.28万,3.28万,https://www.dongchedi.com/usedcar/8840752,贵阳,2021年03月上牌,0次,贵阳,白色,深色,人人车严选商城,在售车源51辆,贵阳市南明区五里冲车易二手车市场内,2023/01/05
8808342,纯电20w下,106,五菱宏光MINIEV ,2020款, 自在款 磷酸铁锂,五菱宏光MINIEV 2020款 自在款 磷酸铁锂,1年6个月,1.90万公里,3.28万,3.28万,https://www.dongchedi.com/usedcar/8808342,玉林,2021年06月上牌,0次,玉林,蓝色,深色,众邦二手车,在售车源7辆,玉林市民主南路石子岭二手车市场,2023/01/05
8796262,纯电20w下,106,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,11个月,0.20万公里,11.78万,11.78万,https://www.dongchedi.com/usedcar/8796262,上海,2022年01月上牌,0次,上海,银灰色,深色,上海晓娟二手车,在售车源25辆,上海市嘉定区爱特路333号,2023/01/05
8785759,纯电20w下,106,AION S ,2022款, Plus 70 智领版,AION S 2022款 Plus 70 智领版,未上牌,0.01万公里,16.38万,16.38万,https://www.dongchedi.com/usedcar/8785759,杭州,未上牌,0次,--,银灰色,深色,浙江之田汽车,在售车源7辆,浙江省杭州市钱塘新区11号大街26号 钱塘口岸汽车园,2023/01/05
8745501,纯电20w下,106,纳米BOX ,2022款, 331KM 进阶型,纳米BOX 2022款 331KM 进阶型,未上牌,0.05万公里,7.87万,7.87万,https://www.dongchedi.com/usedcar/8745501,无锡,未上牌,0次,--,绿色,浅色,江阴天诚车业,在售车源19辆,无锡市江阴县澄江镇果园路一号,2023/01/05
8745062,纯电20w下,106,纳米BOX ,2022款, 331KM 进阶型,纳米BOX 2022款 331KM 进阶型,未上牌,0.05万公里,7.87万,7.87万,https://www.dongchedi.com/usedcar/8745062,无锡,未上牌,0次,--,白色,浅色,江阴天诚车业,在售车源19辆,无锡市江阴县澄江镇果园路一号,2023/01/05
8666478,纯电20w下,106,奔奔E-Star ,2022款, 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,4个月,0.02万公里,6.98万,6.98万,https://www.dongchedi.com/usedcar/8666478,南宁,2022年08月上牌,0次,南宁,白色,浅色,南宁新能源骏驰二手车,在售车源18辆,广西南宁市兴宁区昆仑大道99号内8-8号骏驰二手车,2023/01/05
8633320,纯电20w下,106,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,3个月,0.02万公里,11.78万,11.78万,https://www.dongchedi.com/usedcar/8633320,郴州,2022年10月上牌,0次,郴州,蓝色,深色,郴州市信立和二手车销售有限公司,在售车源16辆,湖南省郴州市北湖区国庆南路樟树岭隧道口信立和二手车,2023/01/05
8582087,纯电20w下,106,AION S ,2021款, Plus 70 科技版,AION S 2021款 Plus 70 科技版,1年6个月,2.40万公里,14.00万,15.96万,https://www.dongchedi.com/usedcar/8582087,沈阳,2021年07月上牌,1次,沈阳,白色,深色,星河新能源汽车,在售车源17辆,辽宁省沈阳市于洪区广业西路129号1门201,2023/01/05
8533217,纯电20w下,106,元EV ,2018款, EV360 智联尚酷型,元EV 2018款 EV360 智联尚酷型,4年,7万公里,6.99万,7.99万,https://www.dongchedi.com/usedcar/8533217,唐山,2019年01月上牌,0次,唐山,白色,深色,唐山兴瑭二手车,在售车源307辆,唐山市开平区开越路900号,2023/01/05
8523715,纯电20w下,106,欧拉好猫 ,2021款, 400km标准续航 雅典娜版 磷酸铁锂电池,欧拉好猫 2021款 400km标准续航 雅典娜版 磷酸铁锂电池,1年1个月,0.53万公里,12.38万,12.39万,https://www.dongchedi.com/usedcar/8523715,上海,2021年12月上牌,0次,上海,其他,浅色,上海淘车二手车,在售车源55辆,上海市嘉定区沙河路58号美好中心A101淘车二手车,2023/01/05
8515523,纯电20w下,106,元EV ,2019款, EV535 智联领动型,元EV 2019款 EV535 智联领动型,3年6个月,12.58万公里,7.36万,10.99万,https://www.dongchedi.com/usedcar/8515523,上海,2019年07月上牌,0次,上海,红色,深色,上海开新心新能源汽车,在售车源0辆,上海上海市闵行区新虹街道 沪青平公路501号充电站,2023/01/05
8488601,纯电20w下,106,五菱宏光MINIEV ,2020款, 悦享款 磷酸铁锂,五菱宏光MINIEV 2020款 悦享款 磷酸铁锂,1年4个月,0.80万公里,3.88万,3.88万,https://www.dongchedi.com/usedcar/8488601,衢州,2021年08月上牌,0次,衢州,绿色,浅色,衢州衢兴二手车,在售车源11辆,浙江省衢州市柯城区花园街道叶篷村新叶261-1号(自主申报),2023/01/05
8474409,纯电20w下,106,奔奔E-Star ,2022款, 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,3个月,0.01万公里,6.98万,6.98万,https://www.dongchedi.com/usedcar/8474409,唐山,2022年10月上牌,0次,唐山,白色,深色,唐山恩佐新能源汽车,在售车源12辆,唐山市路北区韩城镇后城河村东唐通公路北一排2楼202号,2023/01/05
8466654,纯电20w下,106,宝骏E300 ,2020款, Plus 星际智行版,宝骏E300 2020款 Plus 星际智行版,1年7个月,0.90万公里,6.98万,6.98万,https://www.dongchedi.com/usedcar/8466654,德阳,2021年05月上牌,1次,德阳,蓝色,深色,新杰森二手车,在售车源36辆,德阳市旌阳区华山南路二段318号,2023/01/05
8425639,纯电20w下,106,零跑T03 ,2021款, 400豪华版,零跑T03 2021款 400豪华版,1年4个月,1.50万公里,7.58万,7.58万,https://www.dongchedi.com/usedcar/8425639,柳州,2021年09月上牌,0次,柳州,白色,深色,柳州市宏达车行,在售车源18辆,柳州市柳南区柳工大道66号银翔二手车市场1-12栋25-28号,2023/01/05
8372942,纯电20w下,106,奔奔E-Star ,2022款, 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,3个月,0.01万公里,6.98万,6.98万,https://www.dongchedi.com/usedcar/8372942,重庆,2022年10月上牌,0次,重庆,绿色,深色,重庆闪购新能源,在售车源58辆,重庆市巴南区龙洲大道与民主新街交叉口东北方向112米,2023/01/05
8356040,纯电20w下,106,欧拉黑猫 ,2019款, 310km 灵趣版,欧拉黑猫 2019款 310km 灵趣版,3年7个月,3万公里,6.40万,6.68万,https://www.dongchedi.com/usedcar/8356040,石家庄,2019年06月上牌,1次,石家庄,白色,深色,河北众耀二手车,在售车源11辆,石家庄市新华区三庄二手车新市场天翼路三庄街交口西行9厅9号蚂蚁精品车,2023/01/05
8322921,纯电20w下,106,五菱宏光MINIEV ,2020款, 自在款 磷酸铁锂,五菱宏光MINIEV 2020款 自在款 磷酸铁锂,11个月,0.45万公里,3.28万,3.28万,https://www.dongchedi.com/usedcar/8322921,苏州,2022年01月上牌,0次,苏州,蓝色,深色,锦可新能源,在售车源0辆,张家港杨舍镇长兴路10号,2023/01/05
8004220,纯电20w下,106,AION S ,2021款, Plus 70 科技版,AION S 2021款 Plus 70 科技版,1年4个月,2万公里,13.98万,15.96万,https://www.dongchedi.com/usedcar/8004220,台州,2021年08月上牌,0次,台州,白色,浅色,金三角车业,在售车源20辆,台州椒江德逸二手车市场C馆37号-38号金三角车业,2023/01/05
7922096,纯电20w下,106,AION Y ,2021款, 70 悦享科技版,AION Y 2021款 70 悦享科技版,1年4个月,1.40万公里,13.00万,13.56万,https://www.dongchedi.com/usedcar/7922096,合肥,2021年09月上牌,1次,合肥,蓝色,浅色,合肥千熙名车,在售车源2辆,安徽省合肥市瑶海区方庙街道丽东精品名车汇合肥世联二手车城,2023/01/05
7904713,纯电20w下,106,五菱宏光MINIEV ,2020款, 自在款 磷酸铁锂,五菱宏光MINIEV 2020款 自在款 磷酸铁锂,1年8个月,0.80万公里,3.28万,3.28万,https://www.dongchedi.com/usedcar/7904713,临沂,2021年05月上牌,0次,临沂,白色,深色,临沂优车坊,在售车源50辆,山东省临沂市兰山区西外环与双岭路交汇南兰田二手车市场办公区D西区,2023/01/05
7863734,纯电20w下,106,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,4个月,0.01万公里,11.78万,11.78万,https://www.dongchedi.com/usedcar/7863734,南宁,2022年09月上牌,0次,南宁,其他,浅色,易乐车行,在售车源8辆,南宁市西乡塘区安吉大道47-6号吉运二手车市场B1栋1号,2023/01/05
7863578,纯电20w下,106,零跑T03 ,2022款, 炫晶版,零跑T03 2022款 炫晶版,4个月,0.02万公里,7.58万,7.29万,https://www.dongchedi.com/usedcar/7863578,武汉,2022年09月上牌,0次,武汉,白色,浅色,鑫严选好车,在售车源42辆,武汉市蓝焰国际汽车城优康三路,2023/01/05
7774060,纯电20w下,106,零跑T03 ,2021款, 400豪华版,零跑T03 2021款 400豪华版,2年3个月,1.60万公里,7.88万,7.58万,https://www.dongchedi.com/usedcar/7774060,漳州,2020年09月上牌,0次,漳州,黑色,深色,漳州慕远4店,在售车源247辆,漳州市龙文区吉马汽车城,2023/01/05
7678772,纯电20w下,106,创维EV6 ,2022款, 410欢乐版,创维EV6 2022款 410欢乐版,4个月,0.01万公里,14.68万,14.68万,https://www.dongchedi.com/usedcar/7678772,郑州,2022年09月上牌,0次,郑州,蓝色,深色,郑州车王二手车,在售车源38辆,河南自贸试验区郑州片区（郑东）经北六路第七大街交叉口路86-28号,2023/01/05
